Future.ID,Strategy.ID,Strategy,Fuel,Technology,Emission,Season,Year,SpecifiedAnnualDemand,CapacityFactor,OperationalLife,ResidualCapacity,InputActivityRatio,OutputActivityRatio,EmissionActivityRatio,CapitalCost,VariableCost,FixedCost,TotalAnnualMaxCapacity,TotalAnnualMinCapacity,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,TotalTechnologyAnnualActivityLowerLimit,DistanceDriven,UnitCapitalCost (USD),UnitFixedCost (USD),BiofuelShares,FilterFuelType,FilterVehicleType
0,0,BAU,E5TSWTSW,,,,2018,1462.3970000000002,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2019,1343.608,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2020,1459.288,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2021,1618.5330000000001,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2022,1615.7589999999998,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2023,1710.352,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2024,1801.0566,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2025,1895.7880999999998,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2026,1994.8781999999999,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2027,2098.5701,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2028,2206.8956000000003,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2029,2319.9982,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2030,2437.8468,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2031,2560.5808,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2032,2688.7204,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2033,2822.7987000000003,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2034,2963.4750000000004,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2035,3110.7341,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2036,3264.7964,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2037,3425.6505,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2038,3593.5195000000003,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2039,3768.9110000000005,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2040,3951.8252,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2041,4142.7047999999995,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2042,4341.6389,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2043,4549.1348,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2044,4764.9745,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2045,4989.329699999999,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2046,5222.1675,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2047,5463.9286,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2048,5714.4567,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2049,5973.993399999999,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2050,6242.5618,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2018,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2019,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2020,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2021,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2022,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2023,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2024,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2025,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2026,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2027,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2028,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2029,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2030,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2031,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2032,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2033,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2034,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2035,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2036,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2037,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2038,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2039,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2040,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2041,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2042,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2043,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2044,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2045,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2046,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2047,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2048,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2049,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2050,15000.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWIND_SW,,,,2018,395.5784,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWIND_SW,,,,2019,363.446,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWIND_SW,,,,2020,394.7374,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWIND_SW,,,,2021,437.8132,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWIND_SW,,,,2022,437.0628,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWIND_SW,,,,2023,462.6502,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWIND_SW,,,,2024,487.1858,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWIND_SW,,,,2025,512.8107,,,,,,,,,,,,,,,,,,,,
